12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,12852656.00000000,9804152.00000000,5695856.00000000,3025400.00000000,3089888.00000000,5368136.00000000,8065664.00000000,10601912.00000000,12655952.00000000,23351448.00000000,23719392.00000000,23882832.0000000,23900280.00000000,
12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,12474363.20000000,8342912.00000000,2636537.60000000,1289449.60000000,1513129.60000000,1439513.60000000,5185827.20000000,8814089.60000000,11801312.00000000,22943808.00000000,23543352.00000000,23805748.80000000,23831064.00000000,
12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,12317907.20000000,7642313.60000000,948051.20000000,4068030.40000000,4986880.00000000,2044734.40000000,2248822.40000000,6701297.60000000,10527920.00000000,22269441.60000000,23229446.40000000,23670302.40000000,23707828.80000000,
12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,12356576.00000000,7679110.40000000,715126.40000000,5017888.00000000,6914564.80000000,4751219.20000000,661777.60000000,4134108.80000000,8605188.80000000,21073660.80000000,22591924.80000000,23372083.20000000,23454163.20000000,
12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,12467494.40000000,8081945.60000000,1404512.00000000,4484790.40000000,7196166.40000000,6225419.20000000,3093414.40000000,1347828.80000000,6052150.40000000,19169035.20000000,21401366.40000000,22736500.80000000,22898726.40000000,
12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,12653715.20000000,8744345.60000000,2685920.00000000,2935532.80000000,6099606.40000000,6296224.00000000,4538027.20000000,1170150.40000000,3122312.00000000,16581955.20000000,19473854.40000000,21535632.00000000,21696091.20000000,
12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,12903027.20000000,9639627.20000000,4418547.20000000,711073.60000000,4068726.40000000,5186324.80000000,4780124.80000000,2874457.60000000,330425.60000000,13575072.00000000,16840675.20000000,19587691.20000000,19274275.20000000,
13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,13200929.60000000,10718566.40000000,6528780.80000000,2023011.20000000,1433084.80000000,3301484.80000000,4001958.40000000,3513673.60000000,1750398.40000000,10672166.40000000,13769395.20000000,16926110.40000000,14880974.40000000,
13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,13483568.00000000,11794870.40000000,8728841.60000000,5021384.00000000,1609865.60000000,884497.60000000,2494681.60000000,3155204.80000000,2771180.80000000,8476636.80000000,10800787.20000000,13825910.40000000,7802932.80000000,
13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,13773329.60000000,12868486.40000000,10929012.80000000,8081878.40000000,4859254.40000000,1869584.00000000,515526.40000000,2112880.00000000,2823558.40000000,7330684.80000000,8534179.20000000,10826059.20000000,2399716.80000000,
